Dir,Time_Arr,Time_Mov,Time_Out,TIQ,TIS
NORTH,4117.904078,4133.129800,4176.279767,15.225722,58.375690
SOUTH,4126.636941,4176.279767,4220.909731,49.642827,94.272790
SOUTH,4164.623976,4179.744397,4224.374360,15.120421,59.750384
NORTH,4222.736507,4224.374360,4267.164820,1.637853,44.428313
SOUTH,4218.437967,4267.164820,4308.868058,48.726853,90.430091
SOUTH,4316.486825,4316.486825,4358.352269,0.000000,41.865444
NORTH,4321.759884,4358.352269,4399.750779,36.592385,77.990896
NORTH,4329.068458,4361.596890,4402.995401,32.528432,73.926942
NORTH,4335.451388,4364.569774,4405.968285,29.118386,70.516897
NORTH,4410.160264,4410.160264,4452.367058,0.000000,42.206793
SOUTH,4431.856226,4452.367058,4492.874733,20.510832,61.018508
SOUTH,4442.961167,4455.378182,4495.885857,12.417014,52.924690
NORTH,4436.709076,4495.885857,4540.323096,59.176782,103.614020
SOUTH,4477.082756,4540.323096,4580.860527,63.240340,103.777771
SOUTH,4485.697495,4543.330405,4583.867836,57.632911,98.170342
SOUTH,4537.300383,4546.297399,4586.834830,8.997017,49.534448
NORTH,4560.745792,4586.834830,4626.944087,26.089038,66.198294
SOUTH,4642.745090,4642.745090,4683.155106,0.000000,40.410016
SOUTH,4656.372495,4683.155106,4727.324850,26.782612,70.952356
SOUTH,4658.949449,4686.598067,4730.767811,27.648619,71.818363
SOUTH,4669.129347,4689.181627,4733.351371,20.052280,64.222024
SOUTH,4762.099215,4762.099215,4806.752678,0.000000,44.653462
NORTH,4791.567476,4806.752678,4847.786187,15.185202,56.218711
NORTH,4792.859705,4809.603549,4850.637058,16.743844,57.777353
NORTH,4838.361643,4850.637058,4894.891491,12.275415,56.529848
NORTH,4838.395225,4853.622669,4897.877102,15.227444,59.481877
SOUTH,4864.578555,4897.877102,4941.685354,33.298547,77.106799
NORTH,4870.377260,4941.685354,4982.207526,71.308094,111.830266
NORTH,4895.660310,4945.163594,4985.685766,49.503284,90.025456
SOUTH,4923.259779,4985.685766,5029.889233,62.425987,106.629454
SOUTH,4938.761561,4988.325388,5032.528855,49.563827,93.767294
SOUTH,5003.879556,5032.528855,5074.357677,28.649299,70.478120
SOUTH,5029.347646,5035.369838,5077.198660,6.022192,47.851013
NORTH,5046.850454,5077.198660,5120.176961,30.348206,73.326507
NORTH,5118.969176,5120.176961,5160.435911,1.207785,41.466735
SOUTH,5124.694856,5160.435911,5204.645329,35.741055,79.950473
NORTH,5120.198809,5204.645329,5249.542329,84.446519,129.343519
NORTH,5136.372951,5208.066927,5252.963927,71.693975,116.590976
NORTH,5175.039822,5210.795663,5255.692663,35.755841,80.652841
SOUTH,5185.118311,5255.692663,5298.211203,70.574352,113.092892
SOUTH,5197.669212,5259.070467,5301.589007,61.401255,103.919795
NORTH,5265.209491,5301.589007,5342.673787,36.379516,77.464296
SOUTH,5302.266230,5342.673787,5387.137577,40.407558,84.871347
SOUTH,5335.120795,5345.972060,5390.435850,10.851265,55.315054
NORTH,5341.122582,5390.435850,5433.047166,49.313268,91.924584
SOUTH,5416.925650,5433.047166,5473.956312,16.121516,57.030663
NORTH,5398.091626,5473.956312,5516.569307,75.864686,118.477681
NORTH,5437.327157,5476.925626,5519.538621,39.598470,82.211464
NORTH,5468.357873,5479.674566,5522.287560,11.316692,53.929687
NORTH,5473.521397,5482.953184,5525.566179,9.431787,52.044782
SOUTH,5440.993944,5525.566179,5570.359569,84.572235,129.365625
SOUTH,5488.815926,5528.424588,5573.217978,39.608662,84.402052
NORTH,5543.177560,5573.217978,5613.946302,30.040418,70.768742
NORTH,5568.790611,5575.749382,5616.477706,6.958770,47.687095
SOUTH,5549.270047,5616.477706,5657.907651,67.207659,108.637603
SOUTH,5588.780580,5619.657506,5661.087450,30.876925,72.306870
NORTH,5582.929642,5661.087450,5702.900403,78.157808,119.970760
SOUTH,5674.140973,5702.900403,5745.638981,28.759429,71.498008
SOUTH,5742.152887,5745.638981,5789.848399,3.486094,47.695512
NORTH,5748.409817,5789.848399,5832.689214,41.438582,84.279398
SOUTH,5813.173365,5832.689214,5875.919751,19.515849,62.746386
NORTH,5801.574448,5875.919751,5919.459898,74.345303,117.885450
NORTH,5869.711399,5879.331797,5922.871944,9.620397,53.160544
SOUTH,5893.655943,5922.871944,5967.482223,29.216001,73.826279
NORTH,5896.444794,5967.482223,6011.429944,71.037428,114.985150
SOUTH,5933.758479,6011.429944,6055.037843,77.671465,121.279363
SOUTH,6004.886437,6014.484740,6058.092639,9.598303,53.206202
NORTH,5978.848741,6058.092639,6099.693945,79.243897,120.845203
NORTH,5993.989810,6060.977385,6102.578692,66.987575,108.588882
NORTH,6158.110197,6158.110197,6198.283847,0.000000,40.173650
SOUTH,6193.675014,6198.283847,6240.332555,4.608834,46.657541
NORTH,6174.472369,6240.332555,6282.520885,65.860186,108.048516
SOUTH,6242.588970,6282.520885,6327.341589,39.931914,84.752618
NORTH,6243.354078,6327.341589,6372.231722,83.987510,128.877644
NORTH,6283.083681,6330.358145,6375.248278,47.274464,92.164597
SOUTH,6326.514651,6375.248278,6416.737276,48.733627,90.222625
SOUTH,6340.937936,6377.973779,6419.462778,37.035844,78.524842
SOUTH,6354.357357,6380.755893,6422.244891,26.398536,67.887534
NORTH,6334.170991,6422.244891,6464.290394,88.073900,130.119403
NORTH,6336.576330,6425.690385,6467.735888,89.114055,131.159558
NORTH,6415.607351,6428.379355,6470.424858,12.772004,54.817507
NORTH,6421.050827,6430.904441,6472.949944,9.853615,51.899118
NORTH,6475.129642,6475.129642,6515.274452,0.000000,40.144810
SOUTH,6509.872396,6515.274452,6557.218481,5.402057,47.346086
NORTH,6524.092327,6557.218481,6600.269569,33.126154,76.177242
NORTH,6526.640370,6560.299188,6603.350275,33.658817,76.709905
SOUTH,6553.273371,6603.350275,6647.491179,50.076904,94.217808
SOUTH,6581.102181,6606.565751,6650.706655,25.463570,69.604474
NORTH,6578.928939,6650.706655,6691.650135,71.777716,112.721196
NORTH,6594.152700,6653.690099,6694.633579,59.537399,100.480879
NORTH,6638.135014,6656.743308,6697.686788,18.608294,59.551774
NORTH,6666.793306,6697.686788,6738.956205,30.893482,72.162899
SOUTH,6868.263023,6868.263023,6911.240256,0.000000,42.977233
NORTH,6895.648019,6911.240256,6951.467161,15.592237,55.819142
SOUTH,6919.181056,6951.467161,6994.129291,32.286105,74.948234
SOUTH,6925.204670,6954.354411,6997.016540,29.149740,71.811870
NORTH,6980.414611,6997.016540,7039.865443,16.601930,59.450833
SOUTH,6973.249529,7039.865443,7082.632099,66.615914,109.382569
SOUTH,7001.388119,7043.308190,7086.074846,41.920071,84.686727
SOUTH,7011.975570,7046.190282,7088.956938,34.214712,76.981368
SOUTH,7029.219659,7049.157887,7091.924542,19.938228,62.704883
SOUTH,7054.960216,7091.924542,7136.725409,36.964327,81.765193
NORTH,7131.011924,7136.725409,7177.445493,5.713485,46.433569
SOUTH,7107.501266,7177.445493,7217.668583,69.944227,110.167317
SOUTH,7119.086769,7180.674153,7220.897243,61.587384,101.810474
SOUTH,7119.830826,7183.930249,7224.153339,64.099423,104.322513
SOUTH,7156.883919,7186.546769,7226.769859,29.662850,69.885941
SOUTH,7203.431671,7226.769859,7270.609393,23.338188,67.177721
SOUTH,7288.223211,7288.223211,7329.246344,0.000000,41.023133
NORTH,7319.402621,7329.246344,7371.175114,9.843723,51.772493
SOUTH,7319.253927,7371.175114,7412.105013,51.921186,92.851085
SOUTH,7332.661375,7373.866587,7414.796486,41.205211,82.135110
NORTH,7336.707067,7414.796486,7456.212850,78.089418,119.505782
NORTH,7385.128290,7417.900722,7459.317086,32.772432,74.188796
SOUTH,7385.464963,7459.317086,7502.834497,73.852123,117.369534
SOUTH,7390.449463,7462.071030,7505.588441,71.621567,115.138978
SOUTH,7423.753497,7464.691151,7508.208562,40.937655,84.455065
SOUTH,7438.305224,7468.059677,7511.577088,29.754453,73.271864
SOUTH,7458.731305,7470.942715,7514.460126,12.211410,55.728821
NORTH,7528.409530,7528.409530,7571.267894,0.000000,42.858364
SOUTH,7548.587031,7571.267894,7613.778194,22.680862,65.191162
NORTH,7537.472229,7613.778194,7658.728601,76.305965,121.256372
NORTH,7542.635753,7616.653388,7661.603796,74.017635,118.968042
NORTH,7575.261230,7619.386214,7664.336621,44.124984,89.075391
NORTH,7597.687484,7622.229089,7667.179497,24.541605,69.492012
NORTH,7628.316774,7667.179497,7707.576085,38.862723,79.259311
SOUTH,7674.367895,7707.576085,7752.290126,33.208190,77.922231
NORTH,7822.218269,7822.218269,7865.845394,0.000000,43.627125
SOUTH,7822.869548,7865.845394,7906.454696,42.975846,83.585148
SOUTH,7850.145017,7869.268518,7909.877820,19.123501,59.732803
NORTH,7844.589593,7909.877820,7952.607090,65.288227,108.017497
SOUTH,7893.954784,7952.607090,7996.891584,58.652306,102.936799
SOUTH,7898.163090,7955.204902,7999.489396,57.041812,101.326306
NORTH,7913.031514,7999.489396,8043.180914,86.457881,130.149400
NORTH,7939.344738,8002.149496,8045.841015,62.804757,106.496276
NORTH,7953.493894,8005.220955,8048.912474,51.727061,95.418580
SOUTH,8062.979354,8062.979354,8107.708502,0.000000,44.729148
NORTH,8069.807449,8107.708502,8147.972029,37.901053,78.164581
SOUTH,8122.396251,8147.972029,8192.947462,25.575778,70.551211
SOUTH,8144.937338,8150.860500,8195.835932,5.923162,50.898594
SOUTH,8160.125938,8195.835932,8237.360942,35.709994,77.235004
NORTH,8256.829982,8256.829982,8298.395582,0.000000,41.565600
SOUTH,8262.878535,8298.395582,8342.127385,35.517047,79.248850
NORTH,8291.160339,8342.127385,8384.809351,50.967046,93.649013
NORTH,8338.038228,8344.973068,8387.655035,6.934840,49.616806
NORTH,8340.835777,8347.703666,8390.385632,6.867889,49.549856
SOUTH,8306.374111,8390.385632,8433.204017,84.011522,126.829906
NORTH,8372.783109,8433.204017,8477.291208,60.420908,104.508099
NORTH,8381.159124,8435.729774,8479.816966,54.570650,98.657842
NORTH,8391.958231,8439.029268,8483.116459,47.071036,91.158228
SOUTH,8462.232558,8483.116459,8525.480881,20.883901,63.248323
NORTH,8442.910074,8525.480881,8565.507432,82.570806,122.597358
NORTH,8493.845010,8528.295252,8568.321803,34.450242,74.476793
NORTH,8496.415537,8531.452315,8571.478867,35.036778,75.063329
SOUTH,8493.943401,8571.478867,8615.380963,77.535465,121.437562
SOUTH,8498.199868,8574.142446,8618.044542,75.942578,119.844675
SOUTH,8502.403194,8577.527360,8621.429457,75.124167,119.026263
SOUTH,8512.922802,8580.375485,8624.277582,67.452683,111.354780
SOUTH,8524.799648,8583.733147,8627.635243,58.933498,102.835595
SOUTH,8570.225823,8587.022508,8630.924605,16.796685,60.698781
SOUTH,8575.284558,8587.920014,8631.822111,12.635456,56.537553
SOUTH,8581.060918,8590.559301,8634.461397,9.498383,53.400479
NORTH,8589.092379,8634.461397,8679.086172,45.369019,89.993794
NORTH,8594.677273,8637.886475,8682.511249,43.209201,87.833976
SOUTH,8627.315325,8682.511249,8722.999240,55.195925,95.683916
NORTH,8659.442938,8722.999240,8764.118507,63.556303,104.675569
NORTH,8667.052654,8725.601294,8766.720561,58.548640,99.667907
NORTH,8670.593173,8728.390610,8769.509876,57.797437,98.916703
NORTH,8686.051282,8731.286832,8772.406098,45.235550,86.354816
SOUTH,8714.057586,8772.406098,8816.361144,58.348512,102.303558
SOUTH,8766.133841,8775.892090,8819.847136,9.758249,53.713295
NORTH,8755.157384,8819.847136,8863.191202,64.689752,108.033818
NORTH,8793.248912,8822.547429,8865.891495,29.298517,72.642583
SOUTH,8795.638361,8865.891495,8905.939256,70.253133,110.300895
SOUTH,8839.203182,8869.224192,8909.271954,30.021010,70.068772
SOUTH,8842.318028,8871.799298,8911.847060,29.481271,69.529032
SOUTH,8843.274722,8875.183084,8915.230845,31.908362,71.956123
SOUTH,8860.793163,8878.018879,8918.066641,17.225716,57.273478
NORTH,8838.997877,8918.066641,8959.958178,79.068764,120.960301
NORTH,8855.956256,8920.915223,8962.806760,64.958967,106.850504
NORTH,8905.655633,8924.383819,8966.275357,18.728186,60.619723
SOUTH,8895.129584,8966.275357,9009.396790,71.145773,114.267206
NORTH,8962.510370,9009.396790,9053.729197,46.886420,91.218828
SOUTH,8985.717822,9053.729197,9095.738841,68.011376,110.021019
SOUTH,9009.368074,9056.688379,9098.698023,47.320305,89.329949
SOUTH,9035.457100,9060.175317,9102.184961,24.718217,66.727861
NORTH,9085.020661,9102.184961,9143.402497,17.164299,58.381835
SOUTH,9140.438783,9143.402497,9185.178979,2.963714,44.740196
NORTH,9150.527413,9185.178979,9227.655251,34.651566,77.127838
NORTH,9162.857174,9187.807340,9230.283612,24.950166,67.426438
SOUTH,9209.996714,9230.283612,9270.784573,20.286898,60.787859
NORTH,9310.037940,9310.037940,9351.994939,0.000000,41.956999
SOUTH,9312.535330,9351.994939,9393.092995,39.459609,80.557665
NORTH,9363.646427,9393.092995,9436.455372,29.446568,72.808945
NORTH,9479.913129,9479.913129,9524.462981,0.000000,44.549852
SOUTH,9518.187481,9524.462981,9566.605533,6.275500,48.418052
NORTH,9500.965301,9566.605533,9609.182516,65.640232,108.217214
NORTH,9505.573582,9569.759819,9612.336802,64.186237,106.763220
NORTH,9528.603253,9572.818003,9615.394986,44.214750,86.791733
NORTH,9548.065230,9575.513016,9618.089999,27.447786,70.024769
SOUTH,9569.033745,9618.089999,9659.018982,49.056254,89.985237
NORTH,9588.536645,9659.018982,9699.979552,70.482337,111.442907
NORTH,9638.849985,9661.800302,9702.760872,22.950317,63.910887
NORTH,9664.608418,9702.760872,9744.011673,38.152454,79.403255
NORTH,9706.294328,9744.011673,9785.837748,37.717345,79.543420
SOUTH,9745.807038,9785.837748,9829.649205,40.030710,83.842167
NORTH,9768.290387,9829.649205,9873.629276,61.358818,105.338889
SOUTH,9819.419777,9873.629276,9914.154195,54.209499,94.734417
SOUTH,9846.500786,9876.304025,9916.828944,29.803239,70.328158
NORTH,9840.486638,9916.828944,9961.374370,76.342305,120.887732
NORTH,9872.045223,9919.716193,9964.261620,47.670970,92.216397
NORTH,9888.071971,9922.973784,9967.519211,34.901813,79.447240
NORTH,9891.537203,9925.955122,9970.500549,34.417919,78.963346
SOUTH,9882.980879,9970.500549,10014.670293,87.519670,131.689414
SOUTH,9885.117950,9973.254585,10017.424329,88.136635,132.306379
SOUTH,9937.449959,9976.207877,10020.377621,38.757917,82.927661
NORTH,9944.852304,10020.377621,10060.840739,75.525317,115.988435
NORTH,10002.687087,10023.275155,10063.738273,20.588068,61.051186
SOUTH,10031.349259,10063.738273,10106.480056,32.389014,75.130797
SOUTH,10032.675949,10066.819742,10109.561525,34.143793,76.885576
SOUTH,10042.181430,10070.031495,10112.773278,27.850065,70.591848
SOUTH,10051.096186,10072.920881,10115.662663,21.824694,64.566477
NORTH,10050.803797,10115.662663,10156.457518,64.858867,105.653721
NORTH,10052.124220,10118.787866,10159.582720,66.663646,107.458501
NORTH,10154.793493,10159.582720,10200.949797,4.789228,46.156304
SOUTH,10199.035869,10200.949797,10242.328623,1.913928,43.292754
NORTH,10196.342603,10242.328623,10284.228095,45.986020,87.885492
SOUTH,10256.469587,10284.228095,10325.031342,27.758508,68.561755
SOUTH,10308.381808,10325.031342,10368.323374,16.649534,59.941566
SOUTH,10338.198389,10368.323374,10409.764916,30.124985,71.566526
NORTH,10394.474137,10409.764916,10452.258888,15.290779,57.784752
NORTH,10405.489604,10413.054582,10455.548555,7.564978,50.058951
SOUTH,10443.467394,10455.548555,10498.616123,12.081161,55.148729
NORTH,10484.922533,10498.616123,10542.013291,13.693590,57.090758
SOUTH,10531.541899,10542.013291,10584.667028,10.471392,53.125129
NORTH,10568.733891,10584.667028,10624.985030,15.933137,56.251140
NORTH,10577.406675,10587.420606,10627.738609,10.013931,50.331934
SOUTH,10566.879854,10627.738609,10669.377911,60.858755,102.498056
SOUTH,10621.738801,10631.017166,10672.656468,9.278365,50.917667
SOUTH,10693.190590,10693.190590,10735.569661,0.000000,42.379070
NORTH,10712.115150,10735.569661,10778.784175,23.454511,66.669025
SOUTH,10770.459122,10778.784175,10820.175209,8.325053,49.716087
NORTH,10766.095053,10820.175209,10864.961274,54.080156,98.866221
NORTH,10790.262221,10822.710183,10867.496248,32.447962,77.234028
SOUTH,10781.611722,10867.496248,10912.443604,85.884527,130.831882
SOUTH,10846.338392,10870.381422,10915.328778,24.043031,68.990387
NORTH,10884.895423,10915.328778,10958.873656,30.433355,73.978232
SOUTH,10895.516866,10958.873656,11000.937775,63.356789,105.420909
SOUTH,10950.467322,10961.867018,11003.931137,11.399696,53.463815
SOUTH,10967.996595,11003.931137,11046.180199,35.934542,78.183604
SOUTH,11033.969312,11046.180199,11088.558506,12.210887,54.589194
NORTH,11083.107278,11088.558506,11132.567418,5.451228,49.460139
SOUTH,11046.226876,11132.567418,11175.393126,86.340541,129.166250
SOUTH,11089.024455,11135.465989,11178.291698,46.441534,89.267243
NORTH,11093.721137,11178.291698,11221.802395,84.570561,128.081258
NORTH,11147.665121,11181.777904,11225.288600,34.112783,77.623480
NORTH,11209.324868,11225.288600,11265.866316,15.963732,56.541448
SOUTH,11265.070084,11265.866316,11307.747477,0.796231,42.677392
NORTH,11238.137686,11307.747477,11350.793224,69.609791,112.655538
NORTH,11264.090623,11310.851469,11353.897216,46.760846,89.806593
NORTH,11275.049062,11314.213555,11357.259303,39.164493,82.210240
SOUTH,11274.259155,11357.259303,11397.919113,83.000148,123.659958
SOUTH,11315.261317,11360.341932,11401.001742,45.080615,85.740425
SOUTH,11352.932934,11363.581639,11404.241449,10.648705,51.308515
